golfer_url_name,golfer_url,golfer_parent_url,phone_number,club_url,full_address,street_number,street_name,suburb,postal_code,state,country,latitude,longitude
bay-of-islands-golf-club-kerikeri,https://golfer.com.au/directory/golf-courses/bay-of-islands-golf-club-kerikeri/2/005415,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=8&show_no_listings_when_zero_near_me=true&state=Every+State,(09) 407 8837,https://bayofislandsgolf.co.nz/,"23 Golf View Road, Kerikeri 0230, New Zealand",23,Golf View Road,Kerikeri,0230,Northland,New Zealand,-35.2231956,173.9456683
bay-views-golf-course,https://golfer.com.au/directory/golf-courses/bay-views-golf-course/2/000933,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=8&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5981 2833,http://www.bayviewsgolf.com.au/cms/,"Elizabeth Dr, Rosebud VIC 3939, Australia",N/A,Elizabeth Drive,Rosebud,3939,VIC,Australia,-38.3730071,144.9199235
bayview-golf-club,https://golfer.com.au/directory/golf-courses/bayview-golf-club/2/000219,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=8&show_no_listings_when_zero_near_me=true&state=Every+State,02 9999 3786,http://www.bayviewgolfclub.com.au,"1825 Pittwater Rd, Bayview NSW 2104, Australia",1825,Pittwater Road,Bayview,2104,NSW,Australia,-33.6703296,151.3012268
beaconhills-country-club,https://golfer.com.au/directory/golf-courses/beaconhills-country-club/2/000598,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=8&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5945 9230,https://www.beaconhillsgolf.com.au/cms/,"Stoney Creek Rd, Beaconsfield Upper VIC 3808, Australia",N/A,Stoney Creek Road,Beaconsfield Upper,3808,VIC,Australia,-37.9888141,145.428541
beaudesert-golf-club,https://golfer.com.au/directory/golf-courses/beaudesert-golf-club/2/001393,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=8&show_no_listings_when_zero_near_me=true&state=Every+State,(07) 5541 2291,http://www.beaudesertgolf.com/,"Kerry Rd, Beaudesert QLD 4285, Australia",N/A,Kerry Road,Beaudesert,4285,QLD,Australia,-28.0089775,153.012755
beeac-golf-club,https://golfer.com.au/directory/golf-courses/beeac-golf-club/2/000600,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=8&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,N/A,"Mingawalla Rd, Beeac VIC 3251, Australia",N/A,Mingawalla Road,Beeac,3251,VIC,Australia,-38.1971456,143.674443
beechworth-golf-club,https://golfer.com.au/directory/golf-courses/beechworth-golf-club/2/000602,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=9&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.beechworthgolfclub.com/,"42 Balaclava Rd, Beechworth VIC 3747, Australia",42,Balaclava Road,Beechworth,3747,VIC,Australia,-36.3490211,146.6967134
beerwah-golf-club,https://golfer.com.au/directory/golf-courses/beerwah-golf-club/2/001394,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=9&show_no_listings_when_zero_near_me=true&state=Every+State,07 5494 0630,http://www.beerwahgolfclub.com.au/,"Roys Rd, Beerwah QLD 4519, Australia",N/A,Roys Road,Beerwah,4519,QLD,Australia,-26.8514687,152.9979601
bega-country-club,https://golfer.com.au/directory/golf-courses/bega-country-club/2/000220,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=9&show_no_listings_when_zero_near_me=true&state=Every+State,02-6492-3465,http://www.begacountryclub.net.au,"Tarraganda Ln, Bega NSW 2550, Australia",N/A,Tarraganda Lane,Bega,2550,NSW,Australia,-36.671819,149.8635495
belair-park-golf-club,https://golfer.com.au/directory/golf-courses/belair-park-golf-club/2/001194,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=9&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 8278 8991,http://www.belairparkgolfcourse.com.au/,"Upper Sturt Rd, Belair SA 5052, Australia",N/A,Upper Sturt Road,Belair,5052,SA,Australia,-35.0162893,138.6494162
belconnen-magpies-golf-club,https://golfer.com.au/directory/golf-courses/belconnen-magpies-golf-club/2/004824,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=9&show_no_listings_when_zero_near_me=true&state=Every+State,(02) 6254 2922,https://www.belconnenmagpies.com.au/,"Stockdill Dr, Holt ACT 2615, Australia",N/A,Stockdill Drive,Holt,2615,ACT,Australia,-35.2434343,148.9853268
bellata-golf-club,https://golfer.com.au/directory/golf-courses/bellata-golf-club/2/000221,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=9&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.facebook.com/Bellata-Golf-Club-1729528810660662/,"80 Berrigal Rd, Bellata NSW 2397, Australia",80,Berrigal Road,Bellata,2397,NSW,Australia,-29.9203188,149.8005595
belleknowes-golf-club,https://golfer.com.au/directory/golf-courses/belleknowes-golf-club/2/005416,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=9&show_no_listings_when_zero_near_me=true&state=Every+State,03 4774810,https://www.facebook.com/belleknowesgolfclub/,"Lawson Street, Belleknowes, Dunedin, New Zealand",N/A,Lawson Street,Dunedin,N/A,Otago,New Zealand,-45.8721936,170.4869831
bellingen-rsl-golf-club,https://golfer.com.au/directory/golf-courses/bellingen-rsl-golf-club/2/000222,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=9&show_no_listings_when_zero_near_me=true&state=Every+State,02 6655 1312,http://www.bellingengc.com.au,"1172 Waterfall Way, Bellingen NSW 2454, Australia",1172,Waterfall Way,Bellingen,2454,NSW,Australia,-30.4521594,152.9013316
belmont-golf-club,https://golfer.com.au/directory/golf-courses/belmont-golf-club/2/000223,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=9&show_no_listings_when_zero_near_me=true&state=Every+State,02 4945 4348,http://www.belmontgolf.com.au/,"801A Pacific Hwy, Belmont South NSW 2280, Australia",801A,Pacific Highway,Belmont South,2280,NSW,Australia,-33.0561154,151.6569099
belvoir-park-golf-club,https://golfer.com.au/directory/golf-courses/belvoir-park-golf-club/2/000604,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=9&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.facebook.com/BelvoirParkGolfClub/,"Belvoir Pk Rd, Lockwood South VIC 3551, Australia",N/A,Belvoir Park Road,Lockwood South,3551,VIC,Australia,-36.8496088,144.1761435
bembridge-public-golf-course,https://golfer.com.au/directory/golf-courses/bembridge-public-golf-course/2/000605,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=10&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,N/A,"Bembridge 9 Hole Golf Course, 125 Tyabb-Tooradin Rd, Somerville VIC 3912, Australia",125,Tyabb-Tooradin Road,Somerville,3912,VIC,Australia,-38.2252614,145.2370772
benalla-golf-club,https://golfer.com.au/directory/golf-courses/benalla-golf-club/2/000606,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=10&show_no_listings_when_zero_near_me=true&state=Every+State,+61 3 5762 1920,https://www.benallagolfclub.com.au/,"170 Mansfield Rd, Benalla VIC 3672, Australia",170,Mansfield Road,Benalla,3672,VIC,Australia,-36.5708246,145.9600955
bendigo-golf-club,https://golfer.com.au/directory/golf-courses/bendigo-golf-club/2/000607,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=10&show_no_listings_when_zero_near_me=true&state=Every+State,(03) 5448 4878,http://www.bendigogolfclub.com.au/cms/,"Golf Course Rd, Epsom VIC 3551, Australia",N/A,Golf Course Road,Epsom,3551,VIC,Australia,-36.7143503,144.3236314
beresfield-golf-club,https://golfer.com.au/directory/golf-courses/beresfield-golf-club/2/000224,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=10&show_no_listings_when_zero_near_me=true&state=Every+State,02 4966 4665,https://www.beresfieldgolf.com.au/,"Anderson Dr, Beresfield NSW 2322, Australia",N/A,Anderson Drive,Beresfield,2322,NSW,Australia,-32.8004694,151.6464208
beresfield-ladies-golf-club,https://golfer.com.au/directory/golf-courses/beresfield-ladies-golf-club/2/000225,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=10&show_no_listings_when_zero_near_me=true&state=Every+State,02 4966 4665,https://www.beresfieldgolf.com.au/,"Beresfield NSW 2322, Australia",N/A,N/A,Beresfield,2322,NSW,Australia,-32.8027136,151.6509967
bermagui-country-club,https://golfer.com.au/directory/golf-courses/bermagui-country-club/2/000226,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=10&show_no_listings_when_zero_near_me=true&state=Every+State,02 6493 4340,http://www.bermaguicountryclub.com/,"Tuross St, Bermagui NSW 2546, Australia",N/A,Tuross Street,Bermagui,2546,NSW,Australia,-36.4278636,150.0733476
berri-golf-club,https://golfer.com.au/directory/golf-courses/berri-golf-club/2/001195,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=10&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 8582 3666,http://berrigolf.com.au/,"Shiell Rd, Berri SA 5343, Australia",N/A,Shiell Road,Berri,5343,SA,Australia,-34.2669574,140.6071047
beverley-park-golf-club,https://golfer.com.au/directory/golf-courses/beverley-park-golf-club/2/000228,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=10&show_no_listings_when_zero_near_me=true&state=Every+State,02 9587 3424,https://bpgc.com.au,"87a Jubilee Ave, Beverley Park NSW 2217, Australia",87a,Jubilee Avenue,Beverley Park,2217,NSW,Australia,-33.9755533,151.1314902
bexley-golf-club,https://golfer.com.au/directory/golf-courses/bexley-golf-club/2/000229,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=10&show_no_listings_when_zero_near_me=true&state=Every+State,02 9150 8873,http://www.bexleygolf.com.au,"203 Stoney Creek Rd, Kingsgrove NSW 2208, Australia",203,Stoney Creek Road,Kingsgrove,2208,NSW,Australia,-33.9493478,151.1068707
bicheno-golf-club,https://golfer.com.au/directory/golf-courses/bicheno-golf-club/2/004019,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=10&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://www.bichenogolfclub.com.au/,"Bicheno Golf Course, 18168 Tasman Hwy, Bicheno TAS 7215, Australia",18168,Tasman Highway,Bicheno,7215,TAS,Australia,-41.8513702,148.2635824
big-swing-golf,https://golfer.com.au/directory/golf-courses/big-swing-golf/2/006714,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=11&show_no_listings_when_zero_near_me=true&state=Every+State,03-9565-1400,http://www.bigswinggolf.com.au/,"15-17 Lakewood Blvd, Braeside VIC 3195, Australia",15-17,Lakewood Boulevard,Braeside,3195,VIC,Australia,-38.0037426,145.1162891
biloela-golf-club,https://golfer.com.au/directory/golf-courses/biloela-golf-club/2/001404,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=11&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.facebook.com/BiloelaGolfClubInc/,"Valentine Plains Rd, Biloela QLD 4715, Australia",N/A,Valentine Plains Road,Biloela,4715,QLD,Australia,-24.413606,150.5309463
binalong-golf-club,https://golfer.com.au/directory/golf-courses/binalong-golf-club/2/000230,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=11&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.facebook.com/Binalong-Golf-Club-Ltd-133131683370137/,"Glengarry Rd, Binalong NSW 2584, Australia",N/A,Glengarry Road,Binalong,2584,NSW,Australia,-34.7108947,148.6287504
birregurra-golf-club,https://golfer.com.au/directory/golf-courses/birregurra-golf-club/2/000611,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=11&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://birregurragolfclub.com.au/,"Hopkins St, Birregurra VIC 3242, Australia",N/A,Hopkins Street,Birregurra,3242,VIC,Australia,-38.341915,143.7845355
black-bull-golf-course,https://golfer.com.au/directory/golf-courses/black-bull-golf-course/2/000612,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=11&show_no_listings_when_zero_near_me=true&state=Every+State,03 5744 0044,http://www.blackbullgc.com.au/,"1-7 Silverwoods Blvd, Yarrawonga VIC 3730, Australia",1-7,Silverwoods Boulevard,Yarrawonga,3730,VIC,Australia,-36.0096291,146.040328
black-springs-golf-club,https://golfer.com.au/directory/golf-courses/black-springs-golf-club/2/001405,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=11&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://blackspringsgolfcourse-com-au.com/,"Temples Ln, Bakers Creek QLD 4740, Australia",N/A,Temples Lane,Bakers Creek,4740,QLD,Australia,-21.2059326,149.1362589
blackall-golf-club,https://golfer.com.au/directory/golf-courses/blackall-golf-club/2/001406,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=11&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,N/A,"Shamrock St, Blackall QLD 4472, Australia",N/A,Shamrock Street,Blackall,4472,QLD,Australia,-24.4247191,145.4659295
blackbutt-golf-club,https://golfer.com.au/directory/golf-courses/blackbutt-golf-club/2/001407,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=11&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.facebook.com/Blackbutt-Golf-Club-783572365028691/,"Bowman Rd, Blackbutt QLD 4314, Australia",N/A,Bowman Road,Blackbutt,4314,QLD,Australia,-26.8746612,152.1027243
blackheath-golf-community-club,https://golfer.com.au/directory/golf-courses/blackheath-golf-community-club/2/000232,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=11&show_no_listings_when_zero_near_me=true&state=Every+State,02 4787 8406,http://www.blackheathgolf.com.au/,"Brightlands Ave, Blackheath NSW 2785, Australia",N/A,Brightlands Avenue,Blackheath,2785,NSW,Australia,-33.6487892,150.290295
blackwater-golf-club,https://golfer.com.au/directory/golf-courses/blackwater-golf-club/2/001408,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=11&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,http://blackwater.au-golf.net/,"Mulga St, Blackwater QLD 4717, Australia",N/A,Mulga Street,Blackwater,4717,QLD,Australia,-23.5818999,148.8707703
blackwood-golf-club,https://golfer.com.au/directory/golf-courses/blackwood-golf-club/2/001196,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=12&show_no_listings_when_zero_near_me=true&state=Every+State,(08) 8388 2250,http://www.blackwoodgolf.club/,"Cherry Gardens Rd, Cherry Gardens SA 5157, Australia",N/A,Cherry Gardens Road,Cherry Gardens,5157,SA,Australia,-35.0632931,138.6552472
blayney-golf-club,https://golfer.com.au/directory/golf-courses/blayney-golf-club/2/000233,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=12&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,https://www.facebook.com/Blayney-Golf-Club-941778422635956/,"Blayney NSW 2799, Australia",N/A,N/A,Blayney,2799,NSW,Australia,-33.5297606,149.2493881
blenheim-golf-club,https://golfer.com.au/directory/golf-courses/blenheim-golf-club/2/005421,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=12&show_no_listings_when_zero_near_me=true&state=Every+State,03 578 4320,http://www.blenheimgolfclub.co.nz/welcome,"Parker Street, Blenheim 7201, New Zealand",N/A,Parker Street,Blenheim,7201,Marlborough,New Zealand,-41.5073108,173.9519626
blue-lake-golf-club,https://golfer.com.au/directory/golf-courses/blue-lake-golf-club/2/001198,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=12&show_no_listings_when_zero_near_me=true&state=Every+State,08 8725 6198,http://www.bluelakepublicgolflinks.com.au/,"Grant Ave, Mount Gambier SA 5290, Australia",N/A,Grant Avenue,Mount Gambier,5290,SA,Australia,-37.8437072,140.754576
boddington-golf-club,https://golfer.com.au/directory/golf-courses/boddington-golf-club/2/001042,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=12&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,N/A,"Club Dr, Boddington WA 6390, Australia",N/A,Club Drive,Boddington,6390,WA,Australia,-32.8032985,116.465135
bombala-golf-club,https://golfer.com.au/directory/golf-courses/bombala-golf-club/2/000236,https://golfer.com.au/directory/golf-courses/2?domain_id=4&near=20&order_by=name&page=12&show_no_listings_when_zero_near_me=true&state=Every+State,N/A,"https://www.facebook.com ï¿½ Places ï¿½ Bombala, New South Wales ï¿½ Golf Course","South Australia 5733, Australia",N/A,N/A,N/A,5733,SA,Australia,-28.1327889,138.3988186
